,Diversity,size
0,0.04385948668336213,100
1,0.03758017697464003,100
2,0.030828389031586533,100
3,0.030556611410898594,100
4,0.03935172665070706,100
5,0.03978607830698351,100
6,0.0325561590268668,100
7,0.0472954384519572,100
8,0.03558229011665286,100
9,0.03015130174673553,100
10,0.05516531221014219,100
11,0.033613018122059565,100
12,0.03985667794132691,100
13,0.055225150122401895,100
14,0.03419008335243001,100
15,0.03835524414554171,100
16,0.030414246650088027,100
17,0.043925290598775035,100
18,0.03956395275542751,100
19,0.03984834729982013,100
20,0.055856378699354205,100
21,0.041550448439845074,100
22,0.021007995948017343,100
23,0.041956581393797855,100
24,0.03697706678189609,100
25,0.0315734439184188,100
26,0.03341716936585718,100
27,0.05438004879377404,100
28,0.027925718946025274,100
29,0.0320091167648538,100
30,0.04154497737695155,100
31,0.03927021378320275,100
32,0.03205567986543728,100
33,0.04020520904976231,100
34,0.042628762687261734,100
35,0.031637890684898175,100
36,0.03777236562821215,100
37,0.029676725239763724,100
38,0.03600549960060281,100
39,0.035166622177749456,100
40,0.030175921126189435,100
41,0.043061995605643784,100
42,0.03830177767356893,100
43,0.06233620083282099,100
44,0.03281073231203038,100
45,0.031582972873454934,100
46,0.028014730356717695,100
47,0.03621046304294374,100
48,0.030840362954148062,100
49,0.0476912261792382,100
50,0.03424187751937655,100
51,0.03802107230706091,100
52,0.050668390324231344,100
53,0.04944997790456441,100
54,0.04398929163986526,100
55,0.02941059863259973,100
56,0.03821174515555478,100
57,0.02109685646144114,100
58,0.04427933242418448,100
59,0.04549939617570592,100
60,0.040597586441428204,100
61,0.0320265288823275,100
62,0.04537491670581394,100
63,0.034523509799315344,100
64,0.02796547529104562,100
65,0.046722448052803046,100
66,0.030154217879379445,100
67,0.03691042914226655,100
68,0.029661069178959266,100
69,0.03594607425253679,100
70,0.030146868944539596,100
71,0.024148661838928498,100
72,0.02851580947016608,100
73,0.030369665011613263,100
74,0.0408500464075484,100
75,0.031997333595746046,100
76,0.039505428102133124,100
77,0.03432100271944879,100
78,0.029160748634670986,100
79,0.02430069300677933,100
80,0.03647557509586544,100
81,0.037100413958220065,100
82,0.02563493720282771,100
83,0.03623690353452096,100
84,0.050781087745715,100
85,0.035921609104428355,100
86,0.03534599066588167,100
87,0.036510575959019444,100
88,0.0459535038100915,100
89,0.041756811515329444,100
90,0.052948629071021214,100
91,0.03638752830946652,100
92,0.04238501071307032,100
93,0.04022065619367383,100
94,0.034040199824185706,100
95,0.04451266249313555,100
96,0.020660415773552807,100
97,0.043746458414990405,100
98,0.04813111637274732,100
99,0.0426877570764543,100
100,0.038136576581483395,200
101,0.03700799172021784,200
102,0.04034146122784499,200
103,0.03839869784584135,200
104,0.03601191732662173,200
105,0.039568957940265694,200
106,0.039490623482385676,200
107,0.03439230939917277,200
108,0.03836063580472654,200
