,Disagreement,size
0,0.00026183304292838144,100
1,0.0008165283671517453,100
2,0.0002286540895786017,100
3,0.0005363898299762392,100
4,0.0003741141415908908,100
5,7.899289852162408e-05,100
6,0.0003837663828182898,100
7,0.0004681573547167882,100
8,0.000443885557240137,100
9,0.00033589499282439886,100
10,0.00028769767842787286,100
11,0.00021704756776143219,100
12,0.00045533786918980807,100
13,0.00022701531290235855,100
14,0.00023585932919485672,100
15,0.00019865094059395418,100
16,0.00025579468766448715,100
17,0.00029285944119620736,100
18,0.0002213407445810609,100
19,0.00028256815501430247,100
20,0.0002598826745209604,100
21,0.00021682220479375252,100
22,0.0005232293339568265,100
23,0.000513412260307647,100
24,0.00024153538352438223,100
25,0.00025356900257537534,100
26,0.0004851874223306765,100
27,0.0003082026463787585,100
28,0.00047409670918432267,100
29,0.0002847559369020195,100
30,0.00014553167816224247,100
31,0.0005002782160042999,100
32,0.00044389489836119724,100
33,0.0005002874615024628,100
34,0.00028617584161828543,100
35,0.00039069945610146925,100
36,0.0006476962980185753,100
37,0.0002507213226711352,100
38,0.00032335675416328153,100
39,0.00028821912037434524,100
40,0.00038319405237811037,100
41,0.0003271946147191846,100
42,0.0003758376028297505,100
43,0.0003168101419008352,100
44,0.0004205778801220163,100
45,0.00032209896462504536,100
46,0.00017228990840278624,100
47,0.00037383167727170506,100
48,0.000222894145359999,100
49,0.00037568013144873854,100
50,0.00025369044927314765,100
51,0.00030176525657937906,100
52,0.0003318676783146089,100
53,0.00026537430344744005,100
54,0.00028424979512185663,100
55,0.0002576971302482435,100
56,0.0003091179811849005,100
57,0.0006092854801421784,100
58,0.00019320082024700693,100
59,0.0003424460635920511,100
60,0.0003978595202470076,100
61,0.00020732035396916609,100
62,0.00048549995518498836,100
63,0.00031411455289156483,100
64,0.00022527681422593516,100
65,0.00044316320686792643,100
66,0.0002403768177677,100
67,0.0002811137970358199,100
68,0.00023710096930975447,100
69,0.00023419293049856146,100
70,0.0002086776855962564,100
71,0.0002264558689129141,100
72,0.00022150806663593172,100
73,0.0003702863974057905,100
74,0.0003376762099676546,100
75,0.0002820137837753029,100
76,0.00021097012520788128,100
77,0.0006227760599920661,100
78,0.0003918359009419838,100
79,0.00021631068627588597,100
80,0.0005455739191677667,100
81,0.00035660521515865236,100
82,0.00033689355439736634,100
83,0.0001635936488740481,100
84,0.00039120218409801407,100
85,0.00037858037719659936,100
86,0.0003257588117524712,100
87,0.00017664737204572254,100
88,0.0002267439899171148,100
89,0.0002526291088866532,100
90,0.0002443411660592155,100
91,0.0003375534990713589,100
92,0.0005836908467271727,100
93,0.00030388760873115237,100
94,0.00017811940730726828,100
95,0.0002526980929202002,100
96,0.0004983096960949827,100
97,0.0002813820109350027,100
98,0.00039118071208546127,100
99,0.0004940886977960305,100
100,0.0004215285145756875,200
101,0.00028707134584634583,200
102,0.0002851200958762408,200
103,0.0004216939543031248,200
104,0.0004845911567791301,200
105,0.0003696265365957805,200
106,0.0004565708151921331,200
107,0.0003119581190488751,200
108,0.0005255420459500562,200
109,0.000521572507772771,200
110,0.00042489016579254883,200
111,0.00038162650563966554,200
112,0.0006027804080651902,200
113,0.00039225013005477735,200
114,0.00030046611613265985,200
115,0.0006704639326200621,200
116,0.00038931871157956615,200
117,0.0002754612885164982,200
118,0.0003227145900499751,200
119,0.0002799653895976727,200
120,0.0004905976201258137,200
121,0.0002987521945076654,200
122,0.0004754543922814861,200
123,0.00031097679196120205,200
124,0.0006551936961802876,200
125,0.0002736337061053501,200
126,0.0002094677806045728,200
127,0.0005224953306562436,200
128,0.00018229128891260882,200
129,0.0003168704311425683,200
130,0.00041284786969562415,200
131,0.0003302192603966408,200
132,0.0004990248279161527,200
133,0.00026226780498826957,200
134,0.0003220568987720786,200
135,0.0004887582843056018,200
136,0.00043195375047970215,200
137,0.00034812365347269294,200
138,0.0006041520832908899,200
139,0.00031824852790640173,200
140,0.0002899602386380115,200
141,0.0004039360348187798,200
142,0.00021835841063240995,200
143,0.00020957387233662533,200
144,0.00045305546090695556,200
145,0.00040167936321676455,200
146,0.00041272359711582183,200
147,0.00044841765697772607,200
148,0.0003471518245105952,200
149,0.0002457247100070419,200
150,0.0005917407528286433,200
151,0.0002520992680583794,200
152,0.0004197320639938628,200
153,0.0004892532492763712,200
154,0.0003654421752447951,200
155,0.00044316618124672286,200
156,0.000507909608086755,200
157,0.0003786506387289329,200
158,0.0002888506416151799,200
159,0.00025233207278919993,200
160,0.0004905363937126239,200
161,0.0004651715349800976,200
162,0.00041398223645903526,200
163,0.0002799644032703364,200
164,0.00048770200722590316,200
165,0.00027790903643592726,200
166,0.0003946751019783253,200
167,0.0002699178827882524,200
168,0.0004382396798820201,200
169,0.0003343264882313576,200
170,0.0003083357111855301,200
171,0.0003276703964579937,200
172,0.000574498748520413,200
173,0.0005268225427081262,200
174,0.0004437435844211148,200
175,0.00031116202817435133,200
176,0.0005396364059106991,200
177,0.0004615525812993024,200
178,0.000446584611446195,200
179,0.0004211883855641479,200
180,0.00035381507318586064,200
181,0.0005029997956420636,200
182,0.0003114310351390563,200
183,0.000615150322462652,200
184,0.00028751809421720756,200
185,0.0003375047068384811,200
186,0.0004066877487929759,200
187,0.000501749444290665,200
188,0.00032510139303857033,200
189,0.0002957237819834773,200
190,0.00048414266145739885,200
191,0.00036927429951876054,200
192,0.0003803753837813616,200
193,0.0003213289600681572,200
194,0.0003960391738876562,200
195,0.0004710492129189663,200
196,0.0008488143825807152,200
197,0.0003195242872157418,200
198,0.0004722992580579306,200
199,0.0003830333276082087,200
200,0.0005159115998420173,300
201,0.00017635132461722662,300
202,0.0004933431761945773,300
203,0.00046016578557909804,300
204,0.00037989149564037557,300
205,0.00029556122153710004,300
206,0.0003769842471508905,300
207,0.00029442549287337895,300
208,0.00042984044394227944,300
209,0.0006974410389127061,300
210,0.0002901917994666557,300
211,0.00043711470118868985,300
212,0.0003081078551973396,300
213,0.0004821082047812765,300
214,0.000380258310473482,300
215,0.00035382446589889664,300
216,0.00032893612510458804,300
217,0.0004191705001943614,300
218,0.0006957105877250571,300
219,0.0006023770792127457,300
220,0.0003193713830612597,300
221,0.0004546033208808222,300
222,0.0004859699850192621,300
223,0.0004014013540701736,300
224,0.00036283278414287303,300
225,0.0003027417895135947,300
226,0.00033053021483005223,300
227,0.000255596082959351,300
228,0.0004262567670384117,300
229,0.0003726014672748458,300
230,0.00047386449162571036,300
231,0.0004443888553725269,300
232,0.00037523851282367183,300
233,0.00033965210410645704,300
234,0.00025071598362765935,300
235,0.0004611910591283162,300
236,0.0003484968029392877,300
237,0.000663631538480119,300
238,0.00027828271851518813,300
239,0.0005379157725757411,300
240,0.00024447452908276323,300
241,0.0003533814915821754,300
242,0.0003686465020123716,300
243,0.0003752567387749094,300
244,0.00030984856517349545,300
245,0.000346728280589371,300
246,0.0002950103202004158,300
247,0.0003613932653253633,300
248,0.00022010662790775863,300
249,0.0003727635350921455,300
250,0.0003252727663213693,300
251,0.0003928342236767738,300
252,0.0002436922060915446,300
253,0.0004382710389784317,300
254,0.00037969082940769754,300
255,0.00036811747461209745,300
256,0.00031166554563439685,300
257,0.0002960440247583415,300
258,0.0004848288017782032,300
259,0.0003727384458745535,300
260,0.0003945024533756304,300
261,0.00033242030058056884,300
262,0.0004913396422263093,300
263,0.00032897121010472713,300
264,0.00036644879554869676,300
265,0.00036443490197423436,300
266,0.0004682983351260254,300
267,0.0002787337916034599,300
268,0.0004545647351478017,300
269,0.0003679500212262734,300
270,0.00035558126289541897,300
271,0.0006546974460323443,300
272,0.0004945657325327647,300
273,0.00030531711585059967,300
274,0.000294291157037034,300
275,0.00045082851195910175,300
276,0.0003209778495986317,300
277,0.0004963196945193288,300
278,0.00022999254763900908,300
279,0.00047043007849377537,300
280,0.00029017373980891716,300
281,0.0003857542573652049,300
282,0.0002782893901910623,300
283,0.00035613530952821886,300
284,0.0003072017166314193,300
285,0.00042889235702298664,300
286,0.0003778120844483771,300
287,0.0002883312529944378,300
288,0.00026297660390798384,300
289,0.0002757078365679678,300
290,0.00028534955824681597,300
291,0.0002876545538491116,300
292,0.0002769845718827028,300
293,0.0004260711859769935,300
294,0.0004794048757964241,300
295,0.00039148880221873133,300
296,0.0004128738078531501,300
297,0.0002626522190862572,300
298,0.0003550837022000554,300
299,0.0002748268069940892,300
300,0.00041331041442114883,400
301,0.0003514496259768434,400
302,0.0004229183078193095,400
303,0.00043772071972294926,400
304,0.0003698971170776039,400
305,0.00044636565874176003,400
306,0.0004987238210500823,400
307,0.0006111306709495718,400
308,0.0003937990498236104,400
309,0.0002457573258645593,400
310,0.00044113051864551144,400
311,0.00030435299022704086,400
312,0.0003767809845709586,400
313,0.0005056895541007393,400
314,0.0003553820970269586,400
315,0.0004494201230570992,400
316,0.00037826890830959276,400
317,0.0003467041128071728,400
318,0.000369493941715512,400
319,0.00045813739470810703,400
320,0.0002804460005821919,400
321,0.00038967238347587603,400
322,0.0004099999905391032,400
323,0.00032719710421208557,400
324,0.0005765810023514027,400
325,0.0003918131789817214,400
326,0.00037347476489174716,400
327,0.0003992615978351861,400
328,0.0004952870557270506,400
329,0.0002881645302223349,400
330,0.0005128952736000724,400
331,0.0003993489664803662,400
332,0.00033911620060641276,400
333,0.00031300812977552034,400
334,0.0003776212544154744,400
335,0.0007060357971858372,400
336,0.0003667160726002598,400
337,0.0003127962521837558,400
338,0.00037457077468287234,400
339,0.00027290698246148804,400
340,0.0004942582752723361,400
341,0.000397280723164617,400
342,0.0005287212811231176,400
343,0.00046223310951116976,400
344,0.000412652707266522,400
345,0.0003871859751721308,400
346,0.00045835226838442214,400
347,0.0002663118201437028,400
348,0.00035106810857980574,400
349,0.0005606370142306036,400
350,0.00044662522867552776,400
351,0.0003069728534470076,400
352,0.0005366976577860502,400
353,0.0004216809641401566,400
354,0.00039800908964094284,400
355,0.00028919088968936297,400
356,0.0003543039543710025,400
357,0.0003501692426164786,400
358,0.0006881473771974964,400
359,0.0002474530608198752,400
360,0.000293082983983541,400
361,0.0004933963725456413,400
362,0.0004003568014194924,400
363,0.0003829201955319261,400
364,0.000371547209884862,400
365,0.0003068331985462322,400
366,0.00041217596730563243,400
367,0.0002958762111479103,400
368,0.00034338269598398305,400
369,0.0003228205782178176,400
370,0.00039757287124979167,400
371,0.0005559824273712493,400
372,0.0005080113730732402,400
373,0.0003903448628381349,400
374,0.00025586627708977636,400
375,0.0003429482390087908,400
376,0.00028932547927954606,400
377,0.00040196006218377894,400
378,0.0004059826179700323,400
379,0.0004890095729943799,400
380,0.0005005214787903933,400
381,0.00039320432577758516,400
382,0.00042438792096010123,400
383,0.0004379123053671163,400
384,0.0004362168296324586,400
385,0.00038420639845785184,400
386,0.0004072301781276048,400
387,0.00033876870803810035,400
388,0.00048047570219306976,400
389,0.00034049160910308595,400
390,0.0006195348255032072,400
391,0.000405807811394231,400
392,0.00026895835283927003,400
393,0.00036322062227898836,400
394,0.0005270795557473202,400
395,0.00030197426819288185,400
396,0.00039364361888960916,400
397,0.00046562457255750985,400
398,0.00043632806741059895,400
399,0.000462168655681391,400
400,0.00028488297276241405,500
401,0.0005172538020514929,500
402,0.0004245128598187067,500
403,0.00041238348006941873,500
404,0.00035944724857692325,500
405,0.00031809700873868977,500
406,0.00027596413640295747,500
407,0.0004951133476925731,500
408,0.0005155560321690761,500
409,0.00044863448709182174,500
410,0.00044210886731818236,500
411,0.0003479575587943678,500
412,0.0003567371601958609,500
413,0.00040107173331193664,500
414,0.00024640743625933847,500
415,0.00037454132791641157,500
416,0.0003503560166283961,500
417,0.0004246682538262017,500
418,0.00037487939406678414,500
419,0.00048593604326752614,500
420,0.00046721892499844165,500
421,0.0003569037726155763,500
422,0.00039257110928738153,500
423,0.00042487771272163387,500
424,0.00043785034480576087,500
425,0.0005035436694437361,500
426,0.0004372474712897592,500
427,0.00032874526130521,500
428,0.0003794427647687081,500
429,0.0004199271695083571,500
430,0.00039387753616296136,500
431,0.0005389670148756717,500
432,0.0005692421903178965,500
433,0.00041439856349578076,500
434,0.00039248179725494443,500
435,0.0004156024674155951,500
436,0.00039977020956334365,500
