,Diversity,size
0,0.0003428693420951876,100
1,0.0011871822221031058,100
2,0.0003471676315248941,100
3,0.0009597200033963714,100
4,0.0006120907013015444,100
5,0.00010486142603284237,100
6,0.0006217151223339904,100
7,0.0007518610068000929,100
8,0.0006358697863964169,100
9,0.0005012390593951903,100
10,0.0004454353163078841,100
11,0.00034751730377483416,100
12,0.0007761872179340572,100
13,0.0003177673543646417,100
14,0.00031556323090243995,100
15,0.0002478346433144573,100
16,0.0003527454869909314,100
17,0.0004213499556703986,100
18,0.0003115094396580368,100
19,0.0004136553671872706,100
20,0.0003660023730216188,100
21,0.00032830194688126505,100
22,0.0007976039473144923,100
23,0.0007729883554005755,100
24,0.00034565062365395186,100
25,0.00037697010697323405,100
26,0.0007547010558563745,100
27,0.0004590013980741494,100
28,0.0006824818125227418,100
29,0.000425346447071424,100
30,0.00019384785761520292,100
31,0.0009015834178707267,100
32,0.000740115041847522,100
33,0.0007370974334404216,100
34,0.0004083605071265093,100
35,0.0007531914662648604,100
36,0.0010907294127139382,100
37,0.00036809964318448797,100
38,0.0004967012098210978,100
39,0.00040485719401631463,100
40,0.0005510096807492993,100
41,0.00048778044090059934,100
42,0.0005779749062704903,100
43,0.0005247253251029556,100
44,0.0006728213303142594,100
45,0.00044043143328442583,100
46,0.00025678672074152024,100
47,0.0005426780359338863,100
48,0.00034141559917736443,100
49,0.0005731701223373836,100
50,0.00034799067654234093,100
51,0.00044266253610412157,100
52,0.0004753844922516838,100
53,0.00038908621077245555,100
54,0.00039970151471059644,100
55,0.00040714464968967973,100
56,0.00045043926241722,100
57,0.001160744821923607,100
58,0.00028777954045190827,100
59,0.0005133124502995891,100
60,0.0006487929920700711,100
61,0.0002921253831817004,100
62,0.0007791230338514403,100
63,0.0004859708015210331,100
64,0.0003431133897475168,100
65,0.0006846510313338716,100
66,0.0003904169631245941,100
67,0.00043974825606058957,100
68,0.0003442100627876617,100
69,0.0003133552481470056,100
70,0.0003216669570314391,100
71,0.0003469997413073993,100
72,0.0003168981166335444,100
73,0.0005506570716220958,100
74,0.0005004237451233073,100
75,0.00043704938528673574,100
76,0.0002788103779590154,100
