,Diversity,size
0,0.04624762167857643,100
1,0.05570341296612536,100
2,0.0437067725759642,100
3,0.0361333255451498,100
4,0.04032686145154697,100
5,0.04918689316435895,100
6,0.03794913135248092,100
7,0.04673992274436256,100
8,0.0433272024926651,100
9,0.02996847824281533,100
10,0.04362947745910752,100
11,0.05873290599114471,100
12,0.047821894135161636,100
13,0.048881651199214164,100
14,0.04045710728625638,100
15,0.040808163810544966,100
16,0.02963731294098282,100
17,0.04128414243522174,100
18,0.05097323284196489,100
19,0.04610311202290482,100
20,0.04096705470062764,100
21,0.0503282186139228,100
22,0.045485235110503605,100
23,0.04213302941404384,100
24,0.03432399545256294,100
25,0.03266135160510326,100
26,0.03718275108141287,100
27,0.05338074991916917,100
28,0.06579207431806341,100
29,0.04625882391845495,100
30,0.03896215816991852,100
31,0.031246668658003268,100
32,0.04844216810562957,100
33,0.055976907870944094,100
34,0.06950156399406118,100
35,0.03529458278370608,100
36,0.05432984231244992,100
37,0.05502789005595477,100
38,0.03540860036676255,100
39,0.06285532534585794,100
40,0.0508170931887431,100
41,0.03053915004419879,100
42,0.05006687227711826,100
43,0.06032282419960155,100
44,0.04203618935556637,100
45,0.051460668300632645,100
46,0.04175406571136245,100
47,0.0369500452961671,100
48,0.039813548527823414,100
49,0.05259795991358713,100
50,0.04057410891675378,100
51,0.07127941293996937,100
52,0.027188134430055685,100
53,0.03374007554310671,100
54,0.03267830524914722,100
55,0.04518278901075031,100
56,0.036735038258397315,100
57,0.04185594286432043,100
58,0.04165897030085713,100
59,0.04720981761483742,100
60,0.03166117504584159,100
61,0.039303477600097454,100
62,0.04022554323742036,100
63,0.046594248577516054,100
64,0.060529303843094955,100
65,0.03946675106956402,100
66,0.05116026784752279,100
67,0.02881424554074205,100
68,0.05294838370006756,100
69,0.048508799118086705,100
70,0.05029120316183147,100
71,0.052154803282015647,100
72,0.03974229865909598,100
73,0.0448794313989857,100
74,0.04627428474679756,100
75,0.05027916456580745,100
76,0.05127120819124153,100
77,0.03115872191425755,100
78,0.047573164167414105,100
79,0.04318399635404913,100
80,0.03528403995041143,100
81,0.03345100315516594,100
82,0.02804959367782716,100
83,0.04908296813742468,100
84,0.04637125924195076,100
85,0.06035261227271458,100
86,0.03751629966159066,100
87,0.03610466582553433,100
88,0.04629615345590785,100
89,0.0504019986220518,100
90,0.05170438271487423,100
91,0.024844937013302367,100
92,0.04457185895128376,100
93,0.04370655835774276,100
94,0.03642794261835762,100
95,0.03405845912688645,100
96,0.043658921107673956,100
97,0.04661187837952127,100
98,0.04746007431921282,100
99,0.05003590140167532,100
100,0.04876764318102803,200
101,0.035159378174373195,200
102,0.04613219055294495,200
103,0.036883070533843994,200
104,0.04599656077168705,200
105,0.04068810161003261,200
106,0.04962584002399724,200
107,0.044102351101585266,200
108,0.05137890557532816,200
109,0.041718189597212074,200
110,0.04183711654167698,200
111,0.044081363218450326,200
112,0.05136960026094578,200
113,0.044870563075397545,200
114,0.03878878162912938,200
115,0.06019942431266875,200
116,0.04662787973758666,200
117,0.043235175568374924,200
118,0.0531960068145677,200
119,0.05472127565669575,200
120,0.05128091260244309,200
121,0.03879786653937235,200
122,0.05468369084108262,200
123,0.0378373334826835,200
124,0.04868192773501294,200
125,0.05237492958655872,200
126,0.04681864601619574,200
127,0.04840220273212731,200
128,0.04820767940439653,200
129,0.04879677812384484,200
130,0.059003895950517776,200
131,0.04733125444486283,200
132,0.043925931147714356,200
133,0.051271615769301365,200
134,0.04901247431124887,200
135,0.05045408551747612,200
136,0.058323862841816794,200
137,0.052772461550246355,200
138,0.04971548642973861,200
139,0.04891179932597265,200
140,0.048954183741300256,200
141,0.045816429217577434,200
142,0.03962850037316623,200
143,0.043373033695098415,200
144,0.046506091265432835,200
145,0.05249613252271976,200
146,0.04627696603477212,200
147,0.038739816672941865,200
148,0.05459387082160582,200
149,0.059880580786454154,200
150,0.04926122906156593,200
151,0.053815148006709786,200
152,0.056628849210753944,200
153,0.03972726870342467,200
154,0.04347705998703927,200
155,0.048091019005345396,200
156,0.04917179195321379,200
157,0.047489001604766115,200
158,0.04168890007027365,200
159,0.03569614967904231,200
160,0.04341006642566273,200
161,0.03887824246270735,200
162,0.044071405435085455,200
163,0.050192803361111545,200
164,0.054211662893425744,200
165,0.0522638697628318,200
166,0.04587239963735066,200
167,0.06553810206313929,200
168,0.05402466694533566,200
169,0.04960793315473686,200
170,0.04043942013741065,200
171,0.061886028198179434,200
172,0.04686561265330064,200
173,0.042712622434191994,200
174,0.04285334014995827,200
175,0.04396662418142421,200
176,0.060930305425825164,200
177,0.0549709182707444,200
178,0.050138438233880665,200
179,0.047110570197434185,200
180,0.052483480984704164,200
181,0.041555185920843146,200
182,0.042341385135646094,200
183,0.05178547233743362,200
