,Diversity,size
0,0.3084439252277866,100
1,0.2871006479144119,100
2,0.20894240195790004,100
3,0.24659820486694894,100
4,0.2990513699586681,100
5,0.30590398945958436,100
6,0.314627354153329,100
7,0.3073702530214948,100
8,0.32120639543791574,100
9,0.24064835372444005,100
10,0.2915382291895314,100
11,0.3025281795936773,100
12,0.33016630800705504,100
13,0.23490379553164253,100
14,0.2647231233354775,100
15,0.2690580909603149,100
16,0.28628607151029845,100
17,0.2407783922676814,100
18,0.2896466438676815,100
19,0.33017897935856944,100
20,0.25630919175840333,100
21,0.2673895709285988,100
22,0.3076687223124896,100
23,0.2713172827840878,100
24,0.25906771117527805,100
25,0.23791036223610112,100
26,0.2961807293532062,100
27,0.2455895642681002,100
28,0.2895991777382721,100
29,0.2609762200235485,100
30,0.2385022172392176,100
31,0.3482898607297761,100
32,0.2821930425037098,100
33,0.26350266392119137,100
34,0.2595056498195873,100
35,0.28026847547929284,100
36,0.2392881327300553,100
37,0.29969798246634566,100
38,0.28318689746295483,100
39,0.25431357991293085,100
40,0.3096349676734553,100
41,0.29414200808413865,100
42,0.331611835855145,100
43,0.2612644740399701,100
44,0.27136062947851425,100
45,0.30825215408396744,100
46,0.3041984067771215,100
47,0.2714996101325638,100
48,0.2986630884876039,100
49,0.2711416871382068,100
50,0.2727251380035368,100
51,0.2927400775146498,100
52,0.34967474799318254,100
53,0.28294691513781206,100
54,0.2903377485143554,100
55,0.24160235896226823,100
56,0.2961254073353847,100
57,0.23323971034725857,100
58,0.3270796683723372,100
59,0.266864281095419,100
60,0.3325469287267035,100
61,0.27145285250584206,100
62,0.3132918403578622,100
63,0.29269426069196713,100
64,0.26402879609650115,100
65,0.27598453241095067,100
66,0.30292784638049236,100
67,0.27885714307960674,100
68,0.24858681095062982,100
69,0.23650349364203724,100
70,0.28215376845307927,100
71,0.344180913435453,100
72,0.27024886784460744,100
73,0.2822202234665075,100
74,0.29849614014632314,100
75,0.28949680312375525,100
76,0.2985046264700816,100
77,0.28876938761556414,100
78,0.3007921946347159,100
79,0.28138397698971196,100
80,0.2950533884923981,100
81,0.24515339530457758,100
82,0.24597381257908743,100
83,0.2826531723293469,100
84,0.29023492040898197,100
85,0.26996883712832215,100
86,0.26292974330714675,100
87,0.25201679691215795,100
88,0.27307833724911956,100
89,0.2840931536365053,100
90,0.29848762348542535,100
91,0.32770324867896955,100
92,0.19864995619884274,100
93,0.26540123600479176,100
94,0.25808960915944157,100
95,0.2872399001270982,100
96,0.2962456199213449,100
97,0.2663495751135168,100
98,0.23354927942694403,100
99,0.2626214175580735,100
100,0.2760602435178209,200
