,Disagreement,size
0,0.03888959788528931,100
1,0.0425864478188209,100
2,0.035778524948391795,100
3,0.030412001511934416,100
4,0.031686008017958026,100
5,0.035259044418160586,100
6,0.03253707480892923,100
7,0.034895074840678046,100
8,0.042299668821027946,100
9,0.028539879917722357,100
10,0.037862229925691555,100
11,0.04992321186571802,100
12,0.04169400776816165,100
13,0.038552800123113254,100
14,0.028663447277426,100
15,0.028007421249642932,100
16,0.030704484966431394,100
17,0.037038642130797245,100
18,0.0413208693650489,100
19,0.038850339769043285,100
20,0.04637130126845106,100
21,0.03709131433770185,100
22,0.04139203654824016,100
23,0.036509204855199325,100
24,0.03210261739513094,100
25,0.037588862633121146,100
26,0.03826641942468689,100
27,0.043311804522240975,100
28,0.04679956702899692,100
29,0.03716797185302647,100
30,0.03538317778262786,100
31,0.02822103238443501,100
32,0.03659892655993934,100
33,0.03813473487928366,100
34,0.05156335431925525,100
35,0.026653354388043775,100
36,0.04344049477280632,100
37,0.04184901746070243,100
38,0.03038789253269973,100
39,0.052605383184723783,100
40,0.04787631582915055,100
41,0.03027336101019216,100
42,0.03796540431209123,100
43,0.04956981238554961,100
44,0.036110526283723736,100
45,0.03399163157143477,100
46,0.03147715693183248,100
47,0.0331964080456474,100
48,0.041203813772095754,100
49,0.04179387868984089,100
50,0.0400628013986736,100
51,0.04853699334358505,100
52,0.030579905024005923,100
53,0.03231855634041187,100
54,0.02851604240265644,100
55,0.03836064871957351,100
56,0.03245598157202897,100
57,0.03514385478228049,100
58,0.0347357005557041,100
59,0.040574447649488435,100
60,0.0335260480514984,100
61,0.03838224368119586,100
62,0.035767699718654455,100
63,0.04045299874552952,100
64,0.04537301986764069,100
65,0.03984205318203851,100
66,0.040480437090694404,100
67,0.03200790173357797,100
68,0.03888850213506559,100
69,0.041851995650291844,100
70,0.04120884518772103,100
71,0.049831144584254465,100
72,0.03421601933266388,100
73,0.04232128945176594,100
74,0.03684660140901536,100
75,0.040602890532493364,100
76,0.04857617771765309,100
77,0.034619663861078336,100
78,0.03619703357280306,100
79,0.03713888065304282,100
80,0.031244378239577163,100
81,0.03642171957460812,100
82,0.03130486521893412,100
83,0.03393039111289742,100
84,0.04785370702571611,100
85,0.04313145301314836,100
86,0.042054952592423,100
87,0.02940592690104122,100
88,0.037081998090648015,100
89,0.044197293759465024,100
90,0.04660732339888811,100
91,0.02771455168368733,100
92,0.03819045775364085,100
93,0.03797966618531184,100
94,0.03596898813609471,100
95,0.033918412763167566,100
96,0.04098849757905613,100
97,0.043283059089299435,100
98,0.046730076678961625,100
99,0.04045325315434483,100
100,0.0381838107050659,200
101,0.033392728233785016,200
102,0.04304300257203023,200
103,0.0350243128049994,200
104,0.042648764262235246,200
105,0.03493598095450265,200
106,0.04360353912977813,200
107,0.03805832313298127,200
108,0.0407067565603056,200
109,0.0394972927077422,200
110,0.03965831086286756,200
111,0.03784415367855917,200
112,0.041480693812912625,200
113,0.0351456071129477,200
114,0.034948595471658704,200
115,0.042855400638121405,200
116,0.0364154274869593,200
117,0.035255528076850555,200
118,0.04676086441876051,200
119,0.04174829119374899,200
120,0.04523085035522561,200
121,0.03680185228620069,200
122,0.04585097193255885,200
123,0.03342260947626655,200
124,0.041064850038626234,200
125,0.0441720499958057,200
126,0.0344485712331694,200
127,0.04130142157552803,200
128,0.04209142995339186,200
129,0.04525938687723389,200
130,0.05167957452122138,200
131,0.038714981612556536,200
132,0.037044062176934865,200
133,0.04088400172634579,200
134,0.03998777513773511,200
135,0.041822670289157246,200
136,0.03966031578603413,200
137,0.04049929662397409,200
138,0.043467420348565496,200
139,0.040759687759152195,200
140,0.044578938126482864,200
141,0.04049341859149935,200
142,0.03829528281394496,200
143,0.03491167163945616,200
144,0.04401395953141604,200
145,0.03970935482500281,200
146,0.04042434231878935,200
147,0.03367177328861316,200
148,0.04208475610612222,200
149,0.05059423509855982,200
150,0.04122314787199289,200
151,0.03888028400863849,200
152,0.044670703678283276,200
153,0.035755690841096005,200
154,0.040551999081626586,200
155,0.03729340341975657,200
156,0.039373396561623544,200
157,0.04170037716204017,200
158,0.03462634598069632,200
159,0.03354923635687638,200
160,0.03745380127014568,200
161,0.039111129757089844,200
162,0.04055118291031413,200
163,0.03491763503570687,200
164,0.04575029825329591,200
165,0.04252817140970561,200
166,0.03900538347592509,200
167,0.04697373789792213,200
168,0.03952363518083561,200
169,0.04515258138879604,200
170,0.034676415692806266,200
171,0.04858950693146155,200
172,0.039180802507869074,200
173,0.036793262546486946,200
174,0.03305630537845722,200
175,0.04234600525145408,200
176,0.04783719246891901,200
177,0.04388149471297095,200
178,0.03965150982235687,200
179,0.045284996779270774,200
180,0.03706109778009178,200
181,0.039541410073302016,200
182,0.039406850259471105,200
183,0.03986890694172691,200
184,0.037212669872301894,200
185,0.03837707319460552,200
186,0.031158078687684103,200
187,0.03899495451121504,200
188,0.03770295335783386,200
189,0.03067804382148523,200
190,0.03685371029696242,200
191,0.037023759361138255,200
192,0.0406912472769371,200
193,0.04378650824747076,200
194,0.03683990291068853,200
195,0.04454081772089894,200
196,0.04117029858978983,200
197,0.033098626977282844,200
198,0.02691594313201239,200
199,0.0377790553770141,200
200,0.04178630625948402,300
201,0.03315260132203124,300
202,0.03942179465639437,300
203,0.04374355051236296,300
204,0.04657888458402398,300
205,0.03982938808493728,300
206,0.0397146702144522,300
207,0.03725132803174776,300
208,0.04043588740584702,300
209,0.033723380318126335,300
210,0.04048091367383306,300
211,0.04009976179430433,300
212,0.04176958243097777,300
213,0.03746043492083519,300
214,0.04116557083886655,300
215,0.033604521017286886,300
216,0.04776573504097393,300
217,0.034803602853201686,300
218,0.0417681495181009,300
219,0.03934024258102801,300
220,0.039188908363283106,300
221,0.04466297500956133,300
222,0.038674309171365065,300
223,0.04161588013934887,300
224,0.038282806661179385,300
225,0.03515616707827784,300
226,0.04302003949934149,300
227,0.03225123449605183,300
228,0.037412914533502,300
229,0.0373974072363962,300
230,0.03758494092306033,300
231,0.03328802242949647,300
232,0.03783516398066316,300
233,0.03712979063523359,300
234,0.04183079599099002,300
235,0.03438546961594316,300
236,0.03816790963075582,300
237,0.03997103133457802,300
238,0.03766043758679191,300
239,0.03252035646432256,300
240,0.041702693712296374,300
241,0.03895580470000689,300
242,0.037629059225460525,300
243,0.04017902678308753,300
244,0.04709455491171813,300
245,0.04545502400204937,300
246,0.0340489198116241,300
247,0.042613637584214555,300
248,0.042891028460132326,300
249,0.03899372674348701,300
250,0.04175719060886911,300
251,0.04538684358271265,300
252,0.04303355413147586,300
253,0.0383407760298319,300
254,0.03882335646799592,300
255,0.03678479632630444,300
256,0.037782534969080406,300
257,0.039053073924514424,300
258,0.03848400397217253,300
259,0.04033390749757037,300
260,0.03487582161837456,300
261,0.034433516606168495,300
262,0.04582878795774058,300
263,0.03718963363448836,300
264,0.03965337431810307,300
265,0.03271604232635435,300
266,0.046590359974182316,300
267,0.04549084312092669,300
268,0.044847554215499685,300
269,0.03226305148507057,300
270,0.037484262166279085,300
271,0.038910480317906775,300
272,0.040716935322264614,300
273,0.03893660630255685,300
