,Diversity,q
0,0.05213309328851629,0.0
1,0.04033433990781203,0.0
2,0.04174285987983316,0.0
3,0.05894731183560998,0.0
4,0.061388210778655014,0.0
5,0.038650242857837185,0.0
6,0.04617861987287733,0.0
7,0.04077640385268613,0.0
8,0.03794347233079522,0.0
9,0.0482369242352398,0.0
10,0.047355025155607675,0.0
11,0.03587683216335644,0.0
12,0.054987507645673624,0.0
13,0.0539114720288066,0.0
14,0.060613270755436946,0.0
15,0.04424273478780942,0.0
16,0.06900369797498654,0.0
17,0.049947816765809366,0.0
18,0.057712211352287664,0.0
19,0.03283657198495728,0.0
20,0.05936978419389951,0.0
21,0.04744305591024995,0.0
22,0.05105236029378111,0.0
23,0.060675583970210785,0.0
24,0.04374791690182152,0.0
25,0.052880261729462585,0.0
26,0.04868167861006484,0.0
27,0.045458579714888134,0.0
28,0.031813399211120266,0.0
29,0.05185715856934303,0.0
30,0.05083648522578607,0.0
31,0.07593474754064246,0.0
32,0.034850646690889914,0.0
33,0.04611415456270722,0.0
34,0.057543934330197576,0.0
35,0.05723389412093132,0.0
36,0.0490932797538404,0.0
37,0.0548105258580224,0.0
38,0.05263871480951563,0.0
39,0.0301015988611889,0.0
40,0.0354324180800514,0.0
41,0.048763554520504696,0.0
42,0.0386094862651954,0.0
43,0.03865546695484468,0.0
44,0.0467941400459184,0.0
45,0.04415624831313864,0.0
46,0.045113729815815365,0.0
47,0.03494484196509862,0.0
48,0.04225861131640785,0.0
49,0.056415696991845295,0.0
50,0.05087683307612547,0.0
51,0.05578205146768176,0.0
52,0.040080383919957684,0.0
53,0.036784289340639244,0.0
54,0.03390995700227372,0.0
55,0.029853032027176186,0.0
56,0.038231021801180674,0.0
57,0.043311703561811375,0.0
58,0.06203763710844086,0.0
59,0.045214676319537885,0.0
60,0.040388888130307665,0.0
61,0.0436243230963541,0.0
62,0.04649337227392736,0.0
63,0.046744627748762965,0.0
64,0.05214929726980336,0.0
65,0.02719541330577115,0.0
66,0.04434570236581498,0.0
67,0.061995957149860406,0.0
68,0.04172574414402739,0.0
69,0.0459400949433562,0.0
70,0.04276251959386028,0.0
71,0.05273105084351056,0.0
72,0.062100792566533274,0.0
73,0.0324461993893983,0.0
74,0.03187952611380626,0.0
75,0.04043876946394594,0.0
76,0.05406811946597027,0.0
77,0.034169490330577465,0.0
78,0.04540356156902206,0.0
79,0.04939904715226044,0.0
80,0.05542906589311316,0.0
81,0.04877227735098862,0.0
82,0.03329017715254264,0.0
83,0.0387949988566281,0.0
84,0.03401481783708057,0.0
85,0.04018744960913621,0.0
86,0.05048005249927416,0.0
87,0.04269489296194884,0.0
88,0.03883501244708853,0.0
89,0.06251579695312307,0.0
90,0.053828055200054604,0.0
91,0.045810724048652905,0.0
92,0.044701902851806204,0.0
93,0.04119964268396531,0.0
94,0.04253059474214026,0.0
95,0.032635366734250784,0.0
96,0.06191262655106325,0.0
97,0.05240007906214537,0.0
98,0.03487169581231448,0.0
99,0.04093882534627274,0.0
100,0.03526080281056235,0.01
101,0.04440346470319265,0.01
102,0.053964045761563,0.01
103,0.046745934039196246,0.01
104,0.053912163217914796,0.01
105,0.04743687268546735,0.01
106,0.042009671622991934,0.01
107,0.06411898136424378,0.01
108,0.04957779532362653,0.01
109,0.03352447042847651,0.01
110,0.049893972005769706,0.01
111,0.05295640574418045,0.01
112,0.03799687997380657,0.01
113,0.043481219487627475,0.01
114,0.049400261998453196,0.01
115,0.028283136287687922,0.01
116,0.023874526112873693,0.01
117,0.04584716138615961,0.01
118,0.04485358807743703,0.01
119,0.03951723797546134,0.01
120,0.04052716630686185,0.01
121,0.037322091748445384,0.01
122,0.05071761501028218,0.01
123,0.03163546851343785,0.01
124,0.050048691258346746,0.01
125,0.045912425245346195,0.01
126,0.05035063173519018,0.01
127,0.04012829060313147,0.01
128,0.030951578545757415,0.01
129,0.047518015035151795,0.01
130,0.04220604882830258,0.01
131,0.05133657236837642,0.01
132,0.05233007224287702,0.01
133,0.05529578883840538,0.01
134,0.04449289583384571,0.01
135,0.024462660507464328,0.01
136,0.04584430761519909,0.01
137,0.053742375481532684,0.01
138,0.05746421316028829,0.01
139,0.04337514425112051,0.01
140,0.03950569325786878,0.01
141,0.034485187955698125,0.01
142,0.05703103024321899,0.01
143,0.043924990373238534,0.01
144,0.06729992905437862,0.01
145,0.046553739225850564,0.01
146,0.0394398951590446,0.01
147,0.027193916101709247,0.01
148,0.06210751475029602,0.01
149,0.053933324842321315,0.01
150,0.037526013490515944,0.01
151,0.05144022580034389,0.01
152,0.05431642836300405,0.01
153,0.046058389822308775,0.01
154,0.045954295365206906,0.01
155,0.03980358600262046,0.01
156,0.04619214019931075,0.01
157,0.03394978802743466,0.01
158,0.02836603629197327,0.01
159,0.043061156428307566,0.01
