,Diversity,q
0,0.25871647071707643,1.0
1,0.3010231485474782,1.0
2,0.3049419453081676,1.0
3,0.2966318634538458,1.0
4,0.27718328165716927,1.0
5,0.27872721043575255,1.0
6,0.27777966166987783,1.0
7,0.3429500065933022,1.0
8,0.31570189436546026,1.0
9,0.2985512862277595,1.0
10,0.30019047771277413,1.0
11,0.26378612111269867,1.0
12,0.2789165504838345,1.0
13,0.2974972320899714,1.0
14,0.2956515122542459,1.0
15,0.29162761308902163,1.0
16,0.27102526910140035,1.0
17,0.27954012318086224,1.0
18,0.2539284373994175,1.0
19,0.30836319587386796,1.0
20,0.26570314493091396,1.0
21,0.3109248424004001,1.0
22,0.2643990247335993,1.0
23,0.295667862358665,1.0
24,0.2709361912993263,1.0
25,0.2545838727087378,1.0
26,0.21986840458589121,1.0
27,0.30407704762364945,1.0
28,0.3318091698870223,1.0
29,0.3220706124216424,1.0
30,0.25882277452016267,1.0
31,0.27021286110243437,1.0
32,0.2798440408030389,1.0
33,0.32562590983729045,1.0
34,0.3004737292072026,1.0
35,0.29241528848072124,1.0
36,0.2770237439220219,1.0
37,0.2554115503698162,1.0
38,0.3225405389004572,1.0
39,0.28456097750919296,1.0
40,0.2782816942713632,1.0
41,0.25949298711212604,1.0
42,0.25807491460684767,1.0
43,0.26121303225317655,1.0
44,0.2729937362882486,1.0
45,0.2588972621884248,1.0
46,0.31895696326956335,1.0
47,0.31131072731610276,1.0
48,0.30235188193996,1.0
49,0.32340880670285443,1.0
50,0.2723065424699566,1.0
51,0.3039917341435691,1.0
52,0.2717542286659982,1.0
53,0.28959259223627465,1.0
54,0.30527998336616113,1.0
55,0.24010899384411488,1.0
56,0.2945263645726874,1.0
57,0.30745392606570504,1.0
58,0.30815197064857786,1.0
59,0.2863878763741064,1.0
60,0.31487113812551615,1.0
61,0.2685981677105009,1.0
62,0.2515081604164681,1.0
63,0.2762620530467753,1.0
64,0.28928024826651205,1.0
65,0.310807371237999,1.0
66,0.2877929549737778,1.0
67,0.2882950593880367,1.0
68,0.2837593047168488,1.0
69,0.26327789213044395,1.0
70,0.2902469307593024,1.0
71,0.25715122357042325,1.0
72,0.328929887972402,1.0
73,0.309679805452452,1.0
74,0.2558031649328222,1.0
75,0.26207601979832185,1.0
76,0.26758741600068237,1.0
77,0.2730990642150436,1.0
78,0.2724014236560755,1.0
79,0.2662576859511386,1.0
80,0.2904023798338832,1.0
81,0.2729884816623784,1.0
82,0.30894557195312117,1.0
83,0.284716537719021,1.0
84,0.2672220553784151,1.0
85,0.23836710340995015,1.0
86,0.2716668224782012,1.0
87,0.2959131486831595,1.0
88,0.26055432249339,1.0
89,0.2906161934038063,1.0
90,0.2667162315841964,1.0
91,0.26886539797490205,1.0
92,0.2640189996308704,1.0
93,0.29937437262814653,1.0
94,0.3312432432589572,1.0
95,0.2914644582232532,1.0
96,0.2461357769397333,1.0
97,0.3088355879997376,1.0
98,0.2770547142207668,1.0
99,0.3308203223179722,1.0
100,0.25644868936728693,0.8
101,0.2747973606640722,0.8
102,0.3288508740407722,0.8
103,0.29461741729738233,0.8
104,0.2668885623313618,0.8
105,0.2544719167402066,0.8
106,0.2927721715084842,0.8
107,0.2981832019118974,0.8
108,0.22952774766331135,0.8
109,0.27696558882929645,0.8
110,0.27019016383396044,0.8
111,0.275774581884016,0.8
112,0.2911339359476648,0.8
113,0.2640937842107395,0.8
114,0.26473375238902686,0.8
115,0.3105900245166636,0.8
116,0.28660956114036623,0.8
117,0.3167593390464115,0.8
118,0.29138056234558957,0.8
119,0.3015414747781997,0.8
120,0.27999887821501174,0.8
121,0.31934036151456074,0.8
122,0.27935592302848455,0.8
123,0.2885668195589458,0.8
124,0.2784925144325136,0.8
125,0.30990628902396433,0.8
126,0.3127395154207446,0.8
127,0.3134334011956408,0.8
128,0.25813377157015904,0.8
129,0.30656025780308527,0.8
130,0.3307623938338223,0.8
131,0.3056259841745689,0.8
132,0.2841791641632723,0.8
133,0.32865031743458084,0.8
134,0.27769727837624514,0.8
135,0.2775827662304099,0.8
136,0.30546576118359264,0.8
137,0.2888506412113253,0.8
138,0.31644063442348247,0.8
139,0.2800189771358879,0.8
140,0.3311138441926977,0.8
141,0.27138104162000926,0.8
142,0.3077507267088719,0.8
143,0.2599066223443928,0.8
144,0.26742433087446427,0.8
145,0.3078740333587992,0.8
146,0.2639303101308361,0.8
147,0.23938259337098508,0.8
148,0.27481944889688614,0.8
149,0.2798032228115807,0.8
150,0.3028805865910197,0.8
151,0.2807820573987688,0.8
152,0.2828366273336351,0.8
153,0.2885842432571251,0.8
154,0.307171229548876,0.8
155,0.282259563586959,0.8
156,0.28999423822546216,0.8
157,0.3290364642926171,0.8
158,0.30080831058988045,0.8
159,0.25390362611311534,0.8
160,0.3189646366478182,0.8
161,0.2644441986024198,0.8
162,0.27909564966831435,0.8
163,0.29180798234547106,0.8
164,0.2680749977865286,0.8
165,0.32661402924951966,0.8
166,0.2818127926741505,0.8
167,0.2829985333598025,0.8
168,0.26774228127775623,0.8
169,0.2690706767855103,0.8
170,0.29175199399329554,0.8
171,0.2652940645121814,0.8
172,0.25999593956818917,0.8
173,0.28735416971550015,0.8
174,0.3082448106171577,0.8
175,0.2474554597250706,0.8
176,0.2919218264834304,0.8
177,0.304752591723674,0.8
178,0.2919109797873445,0.8
179,0.2678892173484926,0.8
180,0.2920812023251218,0.8
181,0.2743413194117363,0.8
182,0.25677531097538675,0.8
183,0.26553381061906856,0.8
184,0.23804421266405668,0.8
185,0.27256366304444435,0.8
186,0.3090140011378134,0.8
187,0.28743769965200966,0.8
188,0.272965859887856,0.8
189,0.2939087426118611,0.8
190,0.2929610708686117,0.8
191,0.2658502152349888,0.8
192,0.2928320142376657,0.8
193,0.285929036382615,0.8
194,0.2603972964598893,0.8
195,0.2985824331597467,0.8
196,0.2624414529162782,0.8
197,0.3029348224892223,0.8
198,0.2837563817674942,0.8
199,0.31179062300785687,0.8
200,0.28425806035281626,0.6
201,0.32181943225558124,0.6
202,0.27385863464943105,0.6
203,0.3018757525359029,0.6
204,0.24190560204691272,0.6
205,0.25193595168322785,0.6
206,0.280486019752977,0.6
207,0.2910405085504543,0.6
208,0.27482011406905577,0.6
209,0.3048636689481878,0.6
210,0.274424133248385,0.6
211,0.31259624651140067,0.6
212,0.323048769393868,0.6
213,0.2529748014068989,0.6
214,0.2797964396670545,0.6
215,0.3274062948213954,0.6
216,0.3069579811132385,0.6
217,0.28007620904858344,0.6
218,0.28664823232237574,0.6
219,0.29938158255319414,0.6
220,0.292037039211929,0.6
221,0.3238248403368288,0.6
222,0.24321310471457938,0.6
223,0.31344844190410415,0.6
224,0.2833997043830329,0.6
225,0.25900304271436925,0.6
226,0.29655828326186084,0.6
227,0.3030865634808401,0.6
228,0.25979320024693886,0.6
229,0.29915106388613305,0.6
230,0.2992630357730798,0.6
231,0.2919469835232109,0.6
232,0.29251401143370936,0.6
233,0.30417297998401877,0.6
