,Diversity,Density
0,0.023287398461049012,0.1
1,0.010656495941377384,0.1
2,0.011929558188465843,0.1
3,0.02349094850016904,0.1
4,0.015987908315833178,0.1
5,0.015539132817632686,0.1
6,0.017268829932916736,0.1
7,0.019539086953942058,0.1
8,0.020043570292886073,0.1
9,0.019485725673650128,0.1
10,0.01959164628637073,0.1
11,0.01920048191109238,0.1
12,0.012920755260371189,0.1
13,0.017519223606558474,0.1
14,0.012951204819171044,0.1
15,0.012838449781745557,0.1
16,0.01563106589623967,0.1
17,0.019505162681299155,0.1
18,0.013672977768855357,0.1
19,0.019197180765549392,0.1
20,0.014578351363454218,0.1
21,0.017888463703142916,0.1
22,0.015363711759167184,0.1
23,0.01981773927825883,0.1
24,0.015798342159155057,0.1
25,0.025742604141648927,0.1
26,0.01425634216986662,0.1
27,0.0133434867139154,0.1
28,0.02108815987157224,0.1
29,0.016940255932955357,0.1
30,0.02328711941336186,0.1
31,0.021568243424802173,0.1
32,0.022546150558296986,0.1
33,0.015262017586552566,0.1
34,0.018517678557483,0.1
35,0.024308295277256916,0.1
36,0.017013949754408585,0.1
37,0.025496319913820065,0.1
38,0.01385494200718592,0.1
39,0.01906308849329556,0.1
40,0.01264234505691337,0.1
41,0.022355278727970225,0.1
42,0.016892065125446203,0.1
43,0.018884871647248933,0.1
44,0.01682460230166399,0.1
45,0.02138311833014797,0.1
46,0.012754145097866633,0.1
47,0.013951104558242245,0.1
48,0.02011196568562374,0.1
49,0.019244888645622234,0.1
50,0.01483531230934729,0.1
51,0.02161300089144623,0.1
52,0.023905122252959,0.1
53,0.03128839999104716,0.1
54,0.01576359662803749,0.1
55,0.015339102360814207,0.1
56,0.010376998538935788,0.1
57,0.015164505744176318,0.1
58,0.01873245815940911,0.1
59,0.020319875960983357,0.1
60,0.02589209934970495,0.1
61,0.018641455871231977,0.1
62,0.022186722831295268,0.1
63,0.015821638418712078,0.1
64,0.0168165941741196,0.1
65,0.018587834939765423,0.1
66,0.020290949538510964,0.1
67,0.0235693009065571,0.1
68,0.011968890614782608,0.1
69,0.025544939001603928,0.1
70,0.025079097591323846,0.1
71,0.019869514293794462,0.1
72,0.011748297020655031,0.1
73,0.014899436395476277,0.1
74,0.013553967489767173,0.1
75,0.01652204635413605,0.1
76,0.01534938741137089,0.1
77,0.023764809067372137,0.1
78,0.015189862804667453,0.1
79,0.01951785461186952,0.1
80,0.026061883308583052,0.1
81,0.02343644457013621,0.1
82,0.01679379818075978,0.1
83,0.026061991934053837,0.1
84,0.01713290482837508,0.1
85,0.01665859719798014,0.1
86,0.01700395464942521,0.1
87,0.013837906573743486,0.1
88,0.020727179312774152,0.1
89,0.029417063570712672,0.1
90,0.02013804844603155,0.1
91,0.014215450432579052,0.1
92,0.0196620935799163,0.1
93,0.020854160868331747,0.1
94,0.022046682756831748,0.1
95,0.0153289939633726,0.1
96,0.014514218605902279,0.1
97,0.01778508840551271,0.1
98,0.015179834302053026,0.1
99,0.024237670874638555,0.1
100,0.016425888307948982,0.2
101,0.009540589335135446,0.2
102,0.011415185773798315,0.2
103,0.010144867389183911,0.2
104,0.009596031520382192,0.2
105,0.010002293229510947,0.2
106,0.00941760498101639,0.2
107,0.016041624589548345,0.2
108,0.016499886976557132,0.2
109,0.013972217650216596,0.2
110,0.010812377656641123,0.2
111,0.010566837508077718,0.2
112,0.012405453444396556,0.2
113,0.009842659292640625,0.2
114,0.013485488482327739,0.2
115,0.012068749373524227,0.2
116,0.010149021616480638,0.2
117,0.009635941628789599,0.2
118,0.017987898494050907,0.2
119,0.01837491755435296,0.2
120,0.015197535888583929,0.2
121,0.011761436391638935,0.2
122,0.010100726623830545,0.2
123,0.011811270657317305,0.2
124,0.00866759750378136,0.2
125,0.006251675845632611,0.2
126,0.012807546339127123,0.2
127,0.012557340217349782,0.2
128,0.015251042812734943,0.2
129,0.009224587900523242,0.2
130,0.013344796460843342,0.2
131,0.01378143466268066,0.2
132,0.010461654856517013,0.2
133,0.010473620536271551,0.2
134,0.013926126145849906,0.2
135,0.008524032580201756,0.2
136,0.010080746357158119,0.2
137,0.012962698186050406,0.2
138,0.009396956416513322,0.2
139,0.010753488363987072,0.2
140,0.009552869128083364,0.2
141,0.007405381650906106,0.2
142,0.01381788627683201,0.2
143,0.011364685759896293,0.2
144,0.014673625953873053,0.2
145,0.011190200327660898,0.2
146,0.014954244289092634,0.2
147,0.013108132939014867,0.2
148,0.01027658117732213,0.2
149,0.006125293231282326,0.2
150,0.012151165525420608,0.2
151,0.013019201462875118,0.2
152,0.012257512150315864,0.2
153,0.014571095268481072,0.2
154,0.009352448568727162,0.2
155,0.015493647958975289,0.2
156,0.007555695000527773,0.2
157,0.012469755780712456,0.2
158,0.014509141886888836,0.2
159,0.012032210807467041,0.2
160,0.009758480257916953,0.2
161,0.013242571012214599,0.2
162,0.011979468294945278,0.2
163,0.011148981851440412,0.2
164,0.01158516629451771,0.2
