,Unnamed: 0,Diversity,Density
0,0,7.948734170062882e-05,0.1
1,1,8.452072897265264e-05,0.1
2,2,9.958969838773128e-05,0.1
3,3,0.0001537922157004,0.1
4,4,0.0002234098794111,0.1
5,5,0.0001097202471919,0.1
6,6,9.934955820549212e-05,0.1
7,7,0.0002380185233896,0.1
8,8,9.926244897506188e-05,0.1
9,9,0.0001851956695741,0.1
10,10,0.0001402089179334,0.1
11,11,0.0003460283277302,0.1
12,12,0.0001419988968774,0.1
13,13,0.000178816258127,0.1
14,14,0.0001954067333691,0.1
15,15,0.0002172091865351,0.1
16,16,0.0003125684336961,0.1
17,17,0.0001191054206296,0.1
18,18,0.0001487533781628,0.1
19,19,0.0002797483539056,0.1
20,20,8.660558168986995e-05,0.1
21,21,0.0001352486109546,0.1
22,22,0.0001431977286605,0.1
23,23,0.0001458696335222,0.1
24,24,0.0001123572035739,0.1
25,25,0.0001594971373537,0.1
26,26,0.0001395873360048,0.1
27,27,0.0001451535908574,0.1
28,28,0.0001745103176283,0.1
29,29,0.0001988347230627,0.1
30,30,0.0001831238456235,0.1
31,31,0.0002536525951733,0.1
32,32,0.0002732066266212,0.1
33,33,0.0001452498800231,0.1
34,34,0.0001222516356932,0.1
35,35,6.967211052548939e-05,0.1
36,36,0.0001696624253095,0.1
37,37,6.126935839774539e-05,0.1
38,38,0.0001979629556043,0.1
39,39,0.0002029981217747,0.1
40,40,0.0002077263278951,0.1
41,41,0.0002319896260256,0.1
42,42,9.099300321151883e-05,0.1
43,43,0.000127990418267,0.1
44,44,0.0001286347757802,0.1
45,45,0.0001072101098039,0.1
46,46,6.949606977426385e-05,0.1
47,47,0.0002604250742861,0.1
48,48,0.0002323121366584,0.1
49,49,0.0001071708200417,0.1
50,50,8.127580858351934e-05,0.1
51,51,0.0001552309160751,0.1
52,52,0.0001515020185715,0.1
53,53,0.0003212545249164,0.1
54,54,6.260385734141899e-05,0.1
55,55,0.0002462176490443,0.1
56,56,0.0001627646846818,0.1
57,57,0.0002998514655366,0.1
58,58,0.0002833791513305,0.1
59,59,9.069175546592246e-05,0.1
60,60,0.000191501149292,0.1
61,61,0.000205725926853,0.1
62,62,0.0001030259165294,0.1
63,63,7.325100546848403e-05,0.1
64,64,0.0001617104740843,0.1
65,65,0.0002284208628365,0.1
66,66,0.0001491878184097,0.1
67,67,0.0001116623193449,0.1
68,68,0.0002253304216,0.1
69,69,0.0001191538322069,0.1
70,70,9.64276192296148e-05,0.1
71,71,7.682952780733559e-05,0.1
72,72,8.793469136851414e-05,0.1
73,73,0.000139864511291,0.1
74,74,0.000402957615616,0.1
75,75,3.735552231237816e-05,0.1
76,76,0.000126826518949,0.1
77,77,4.655855682033939e-05,0.1
78,78,0.0002128273293172,0.1
79,79,0.000281712996617,0.1
80,80,0.0002059218000315,0.1
81,81,0.0001409996313827,0.1
82,82,0.0004121603639461,0.1
83,83,0.0003039723235183,0.1
84,84,0.0001842531704852,0.1
85,85,0.0001355363376828,0.1
86,86,0.0001340710072578,0.1
87,87,0.0003871048938811,0.1
88,88,0.0002055736424278,0.1
89,89,0.0002956686657613,0.1
90,90,0.0001109386157549,0.1
91,91,0.0001231288466154,0.1
92,92,0.0001192104082291,0.1
93,93,0.000157690718573,0.1
94,94,7.246813945324867e-05,0.1
95,95,8.14907532391874e-05,0.1
96,96,0.0001119317127955,0.1
97,97,0.0001909970855363,0.1
98,98,0.0001335896462351,0.1
99,99,0.0001315504524167,0.1
100,100,8.276781749465755e-05,0.09
101,101,0.0001794778416492,0.09
102,102,0.0001972234900914,0.09
103,103,0.0001424322649758,0.09
104,104,0.0003004950687627,0.09
105,105,8.518916673727809e-05,0.09
106,106,0.0001599441891899,0.09
107,107,0.0001824401474242,0.09
108,108,0.0006523761569206,0.09
109,109,0.0002875654113416,0.09
110,110,0.0004045828408851,0.09
111,111,0.0002559108439682,0.09
112,112,0.0001100852774251,0.09
113,113,0.0003922340834209,0.09
114,114,0.0001540497230038,0.09
115,115,0.0001441853556322,0.09
116,116,0.0001262159248428,0.09
117,117,0.0001426591735147,0.09
118,118,0.0003261005683587,0.09
119,119,0.0002681634696063,0.09
120,120,0.0004656538587737,0.09
121,121,0.000542964837049,0.09
122,122,0.0003076128245731,0.09
123,123,0.0002160259027564,0.09
124,124,0.0001661006151542,0.09
125,125,0.0001761493223377,0.09
126,126,0.0004995215716587,0.09
127,127,0.0002899848542386,0.09
128,128,0.0001712773964135,0.09
129,129,0.0001893072550496,0.09
130,130,0.0003208186144716,0.09
131,131,0.0004570395160685,0.09
132,132,0.0001799125665628,0.09
133,133,0.0004801268748192,0.09
134,134,0.000179448286706,0.09
135,135,0.000203025772768,0.09
136,136,0.000105048167847,0.09
137,137,0.0002868125274422,0.09
138,138,0.0001437659904825,0.09
139,139,0.0002839329582576,0.09
140,140,0.0001337114728636,0.09
141,141,0.000141977712463,0.09
142,142,0.000305308845301,0.09
143,143,0.0001864589997127,0.09
144,144,0.0002232899943224,0.09
145,145,0.0003514194561386,0.09
146,146,0.0001324468832704,0.09
147,147,0.0001086114362933,0.09
148,148,0.0001135156941951,0.09
149,149,6.710120311405752e-05,0.09
150,150,0.0002793839457472,0.09
151,151,0.0001953207630567,0.09
152,152,0.0001614740103462,0.09
153,153,0.0003360364414985,0.09
154,154,6.318014390937e-05,0.09
155,155,0.0002405231542847,0.09
156,156,0.0001656677494721,0.09
157,157,0.0002821578057354,0.09
158,158,0.0001229009672156,0.09
159,159,0.0001477999232202,0.09
160,160,0.000343632772564,0.09
161,161,0.0002466896453365,0.09
162,162,0.0001101511074029,0.09
163,163,0.0004642657578143,0.09
164,164,0.000235520045975,0.09
165,165,0.0002079031402956,0.09
166,166,0.0002844899911998,0.09
167,167,0.0005521338431455,0.09
168,168,0.0002060244266463,0.09
169,169,0.0002434691736248,0.09
170,170,0.0001664422116419,0.09
171,171,0.0001299823338297,0.09
172,172,0.0002141746532998,0.09
173,173,0.0002424285693732,0.09
174,174,0.0001560692131207,0.09
175,175,0.0002326126406067,0.09
176,176,0.0005629559921712,0.09
177,177,0.0001191748893426,0.09
178,178,0.0004358813110674,0.09
179,179,0.0003287015313311,0.09
180,180,0.0002214872172234,0.09
181,181,0.0002806371507347,0.09
182,182,0.0003535282984396,0.09
183,183,0.0003101751384747,0.09
184,184,0.0001771375971945,0.09
185,185,0.0002250536553854,0.09
186,186,0.000146302479921,0.09
187,187,0.000337315156187,0.09
188,188,0.000327398241256,0.09
189,189,0.0002507837018919,0.09
190,190,0.0003365832017681,0.09
191,191,0.0001828766639684,0.09
192,192,0.0002502303934608,0.09
193,193,0.0001496372261658,0.09
194,194,0.0003886758048487,0.09
195,195,0.0001644224068947,0.09
196,196,0.0002121546686596,0.09
197,197,8.689220252090079e-05,0.09
198,198,0.0002976151727772,0.09
199,199,0.0001251897299909,0.09
200,200,0.0002161541154011,0.08
201,201,0.0003353254739858,0.08
202,202,0.0005394488436554,0.08
203,203,0.0001187786736352,0.08
204,204,0.0003402348667215,0.08
205,205,0.0002191819578716,0.08
206,206,0.0005359731836609,0.08
207,207,0.0001287714940399,0.08
208,208,0.0003995193689243,0.08
209,209,0.0002354469386217,0.08
210,210,0.0002597804118657,0.08
211,211,0.0003717620939346,0.08
212,212,0.0002366395745107,0.08
213,213,0.0003616781235033,0.08
214,214,0.000147945760542,0.08
215,215,0.0001407249593962,0.08
216,216,0.0002672895625907,0.08
217,217,0.0001696896595678,0.08
218,218,0.0003417591140175,0.08
219,219,0.0003868949112355,0.08
220,220,0.0006065016606664,0.08
221,221,0.0002179151705402,0.08
222,222,0.0005455522750424,0.08
223,223,0.0002604501443918,0.08
224,224,0.0005839772023419,0.08
225,225,0.0004017779405736,0.08
226,226,0.0005851988366798,0.08
227,227,0.0001639300430128,0.08
228,228,0.0001471025067295,0.08
229,229,0.000131600489419,0.08
230,230,0.0005890503224986,0.08
231,231,0.0004957055368152,0.08
232,232,0.0003547771063466,0.08
233,233,0.0004280276489922,0.08
234,234,0.0006887379163667,0.08
235,235,0.0004937453902113,0.08
236,236,0.0001825797624021,0.08
237,237,0.0007750508171024,0.08
238,238,0.0005521011593214,0.08
239,239,0.000223623234033,0.08
240,240,0.0005248895060073,0.08
241,241,0.0003424102582249,0.08
242,242,0.0001708542505304,0.08
243,243,0.000181171961802,0.08
244,244,0.0002839332483901,0.08
245,245,0.0004529951140459,0.08
246,246,0.0004504402364485,0.08
247,247,0.000445093544421,0.08
248,248,0.0001727227390749,0.08
249,249,0.0002555997672957,0.08
250,250,0.0003888285039729,0.08
251,251,0.0002699879785419,0.08
252,252,0.0006601075182304,0.08
253,253,0.0009477767895706,0.08
254,254,0.0010366294757821,0.08
255,255,0.0002897170998182,0.08
256,256,0.0011733073841881,0.08
257,257,0.0005381173615458,0.08
258,258,0.0007168674911661,0.08
259,259,0.0001922918986262,0.08
260,260,0.0002933796356784,0.08
261,261,0.000298841640696,0.08
262,262,0.0006997843473702,0.08
263,263,0.0003772355448116,0.08
264,264,0.0006131687074711,0.08
265,265,0.0004581226889933,0.08
266,266,0.0001779344157778,0.08
267,267,0.0003444912537075,0.08
268,268,0.0002440322111933,0.08
269,269,0.000317448364577,0.08
270,270,0.0004328245212027,0.08
271,271,0.0003381829868337,0.08
272,272,0.0002700351317701,0.08
273,273,0.0009695230648294,0.08
274,274,0.0005492889598557,0.08
275,275,0.0004003796972881,0.08
276,276,0.0005231477708391,0.08
277,277,0.0003523272100443,0.08
278,278,0.0003441382893334,0.08
279,279,0.0002437065336527,0.08
280,280,0.0002904483092401,0.08
281,281,0.0003364856275248,0.08
282,282,0.000597009929395,0.08
283,283,0.000159129859965,0.08
284,284,0.0008852524463393,0.08
285,285,0.000243906729937,0.08
286,286,0.0006783747217608,0.08
287,287,0.0010015774327255,0.08
288,288,0.0002569335973556,0.08
289,289,0.0002688443858638,0.08
290,290,0.0003345669393793,0.08
291,291,0.0003381254977147,0.08
292,292,0.0001996487284734,0.08
293,293,0.0001785389778007,0.08
294,294,0.0002931817199855,0.08
295,295,0.0003444049681001,0.08
296,296,9.256826115849535e-05,0.08
297,297,0.0002795501360257,0.08
298,298,0.0009188951124888,0.08
299,299,0.0001096454165985,0.08
300,300,0.0006153767389439,0.07
301,301,0.0003660280121908,0.07
302,302,0.000358559086267,0.07
303,303,0.0007886713231942,0.07
304,304,0.0004013638173686,0.07
305,305,0.0003340607489622,0.07
306,306,0.0003467575192885,0.07
307,307,0.001266158146755,0.07
308,308,0.0005869586309014,0.07
309,309,0.0002487582877345,0.07
310,310,0.0022752858801272,0.07
311,311,0.0002727702873323,0.07
312,312,0.0004750490175951,0.07
313,313,0.0002841510672036,0.07
314,314,0.0005039684913611,0.07
315,315,0.0006948029796813,0.07
316,316,0.0007533542043528,0.07
317,317,0.0003193267025653,0.07
318,318,0.0006084190834789,0.07
319,319,0.0006076008359983,0.07
320,320,0.0003410500003359,0.07
321,321,0.0002905202440704,0.07
322,322,0.0005412144339367,0.07
323,323,0.0003963404733229,0.07
324,324,0.0006193604425866,0.07
325,325,0.0004907911634286,0.07
326,326,0.0006175983885716,0.07
327,327,0.0002913160590534,0.07
328,328,0.0010440301149834,0.07
329,329,0.0009700266857243,0.07
330,330,0.0006805832287107,0.07
331,331,0.0003935165394231,0.07
332,332,0.0007541281008868,0.07
333,333,0.000205637159916,0.07
334,334,0.0005753597728911,0.07
335,335,0.000969388916377,0.07
336,336,0.0001969778837745,0.07
337,337,0.000852239300749,0.07
338,338,0.0005932912376079,0.07
339,339,0.0014606680930576,0.07
340,340,0.0006861766847739,0.07
341,341,0.0004966459959571,0.07
342,342,0.0006048222217822,0.07
343,343,0.0001737197606266,0.07
344,344,0.0004173174224126,0.07
345,345,0.0003571026264075,0.07
346,346,0.0011095363881355,0.07
347,347,0.00032205790444,0.07
348,348,0.0005177015278337,0.07
349,349,0.000461942666413,0.07
350,350,0.0008730908089037,0.07
351,351,0.0003866890589533,0.07
352,352,0.0005823135275749,0.07
353,353,0.0004530819466561,0.07
354,354,0.0006022586583269,0.07
355,355,0.0010112879061603,0.07
356,356,0.0003048765040102,0.07
357,357,0.0006309258001142,0.07
358,358,0.0011884823678603,0.07
359,359,0.0005221327409549,0.07
360,360,0.0006166336033745,0.07
361,361,0.002544972140268,0.07
362,362,0.0004342828959888,0.07
363,363,0.0004395426903347,0.07
364,364,0.0005621775793629,0.07
365,365,0.0004429151894494,0.07
366,366,0.0007535689510719,0.07
367,367,0.0009075186631488,0.07
368,368,0.0007147670634544,0.07
369,369,0.0010982231666388,0.07
370,370,0.0007269518646485,0.07
371,371,0.0009643191440054,0.07
372,372,0.0008825635175203,0.07
373,373,0.0009308777423432,0.07
374,374,0.0008645192849793,0.07
375,375,0.0008709389593888,0.07
376,376,0.0008811721910045,0.07
377,377,0.0003048420695854,0.07
378,378,0.000536835111342,0.07
379,379,0.0006283931317653,0.07
380,380,0.000330041179935,0.07
381,381,0.0004848577365236,0.07
382,382,0.0005246359116163,0.07
383,383,0.0012224373908329,0.07
384,384,0.0004316060165953,0.07
385,385,0.0002992383698474,0.07
386,386,0.0003900328677884,0.07
387,387,0.000859276662642,0.07
388,388,0.0018007847332155,0.07
389,389,0.0004149081425093,0.07
390,390,0.0005514207010325,0.07
391,391,0.0006184814669011,0.07
392,392,0.0006847560920738,0.07
393,393,0.0005679798654143,0.07
394,394,0.0003977940330144,0.07
395,395,0.0011967179265945,0.07
396,396,0.0011888114814274,0.07
397,397,0.0011791253846487,0.07
398,398,0.0007455898191515,0.07
399,399,0.0011875426832848,0.07
400,400,0.0007362769473976,0.06
401,401,0.0008714625480146,0.06
402,402,0.0047864291741337,0.06
403,403,0.0006731646731678,0.06
404,404,0.0006671331164289,0.06
405,405,0.0024548240180111,0.06
406,406,0.0005512549327963,0.06
407,407,0.0011420540799057,0.06
408,408,0.0019452475882755,0.06
409,409,0.0009934726632515,0.06
410,410,0.0016658399829358,0.06
411,411,0.0013167490721261,0.06
412,412,0.000848594472375,0.06
413,413,0.0005866141324226,0.06
414,414,0.000732672493505,0.06
415,415,0.00142444095624,0.06
416,416,0.0005143481996625,0.06
417,417,0.0008048570987595,0.06
418,418,0.0014094911387179,0.06
419,419,0.000449114151346,0.06
420,420,0.0004919172883848,0.06
421,421,0.0010997336070532,0.06
422,422,0.0007737488347517,0.06
423,423,0.0013419220246575,0.06
424,424,0.0006523986730301,0.06
425,425,0.0020239635334834,0.06
426,426,0.0024013678918759,0.06
427,427,0.0047338707302885,0.06
428,428,0.0025435861958662,0.06
429,429,0.0009728567842014,0.06
430,430,0.0009173355375705,0.06
431,431,0.0020662952349339,0.06
432,432,0.001326936199908,0.06
433,433,0.0010097853884558,0.06
434,434,0.0006712176194076,0.06
435,435,0.0013685760452947,0.06
436,436,0.0015754504962088,0.06
437,437,0.0006379519661316,0.06
438,438,0.0022067789434171,0.06
439,439,0.0019343293988763,0.06
440,440,0.0005758005413505,0.06
441,441,0.0018050950839902,0.06
442,442,0.0006676528239419,0.06
443,443,0.0010216520786668,0.06
444,444,0.0014972354722878,0.06
445,445,0.0006676111777794,0.06
446,446,0.0025292916181936,0.06
447,447,0.0007761671046231,0.06
448,448,0.0004513723459782,0.06
449,449,0.0004440082735234,0.06
450,450,0.00287632459114,0.06
451,451,0.000730751637416,0.06
452,452,0.0016782976744761,0.06
453,453,0.0031130526396976,0.06
454,454,0.0018210187477074,0.06
455,455,0.001369997279536,0.06
456,456,0.0018523087792545,0.06
457,457,0.000985540841802,0.06
458,458,0.0011347192248444,0.06
459,459,0.0024992812124288,0.06
460,460,0.0022538281122291,0.06
461,461,0.0005979623596073,0.06
462,462,0.0008653104026663,0.06
463,463,0.0020905640994038,0.06
464,464,0.0030518602562289,0.06
465,465,0.0003249809282201,0.06
466,466,0.0008166532206237,0.06
467,467,0.0024571038247085,0.06
468,468,0.0015336233834343,0.06
469,469,0.0010078836046752,0.06
470,470,0.0022441258109499,0.06
471,471,0.0018709756908579,0.06
472,472,0.0038424676347547,0.06
473,473,0.0010260470725085,0.06
474,474,0.0005482279739406,0.06
475,475,0.0019930724016448,0.06
476,476,0.0009423818171985,0.06
477,477,0.0003895044782516,0.06
478,478,0.0007352947058455,0.06
479,479,0.0008180923688312,0.06
480,480,0.0017560881901167,0.06
481,481,0.001011349880786,0.06
482,482,0.0003479297639363,0.06
483,483,0.0022071916980031,0.06
484,484,0.0013981840131029,0.06
485,485,0.001219083621699,0.06
486,486,0.0011449098641414,0.06
487,487,0.0016866548057971,0.06
488,488,0.0016507742614875,0.06
489,489,0.001377363798978,0.06
490,490,0.0005962694575822,0.06
491,491,0.0003509162016808,0.06
492,492,0.0021465692606467,0.06
493,493,0.0012834569155341,0.06
494,494,0.0025539507662196,0.06
495,495,0.000924811761436,0.06
496,496,0.0016840123262365,0.06
497,497,0.0021725588317877,0.06
498,498,0.0005593048309613,0.06
499,499,0.001830910295547,0.06
500,500,0.0031906787725496,0.05
501,501,0.0015684136154018,0.05
502,502,0.0046053206142694,0.05
503,503,0.00507487982064,0.05
504,504,0.0019062663675914,0.05
505,505,0.0032158513252844,0.05
506,506,0.0054951828654846,0.05
507,507,0.0020333185840921,0.05
508,508,0.0037422772743266,0.05
509,509,0.0019660770131353,0.05
510,510,0.0029968097125778,0.05
511,511,0.0005761260049524,0.05
512,512,0.002803698298416,0.05
513,513,0.0030751137508887,0.05
514,514,0.0015987189386207,0.05
515,515,0.0040044328026194,0.05
516,516,0.0041271090926421,0.05
517,517,0.0010577516549236,0.05
518,518,0.0014488027209086,0.05
519,519,0.0023922330927373,0.05
520,520,0.0018642708971112,0.05
521,521,0.0026496398701231,0.05
522,522,0.0009342177541779,0.05
523,523,0.0024203325166219,0.05
524,524,0.0059366431588811,0.05
525,525,0.0056921619562246,0.05
526,526,0.0017703314945526,0.05
527,527,0.0026211624481131,0.05
528,528,0.0007221747643604,0.05
529,529,0.0045849652843518,0.05
530,530,0.0027230628858572,0.05
531,531,0.0038288249974147,0.05
532,532,0.0020435487701552,0.05
533,533,0.0034801191509538,0.05
534,534,0.005087519762215,0.05
535,535,0.0043784438420608,0.05
536,536,0.0016888111323515,0.05
537,537,0.0021356510106513,0.05
538,538,0.0018492331173261,0.05
539,539,0.0013958530449341,0.05
540,540,0.0042482510618685,0.05
541,541,0.0014877225351107,0.05
542,542,0.0018613249673962,0.05
543,543,0.003632716658432,0.05
544,544,0.0028359579502914,0.05
545,545,0.0013963828875641,0.05
546,546,0.0043887228367044,0.05
547,547,0.0039530952164071,0.05
548,548,0.0011526817448911,0.05
549,549,0.0019862643870591,0.05
550,550,0.000657050148662,0.05
551,551,0.0029251866496344,0.05
552,552,0.0018516177209777,0.05
553,553,0.0015820631461559,0.05
554,554,0.0015806112885573,0.05
555,555,0.0009271656176531,0.05
556,556,0.0027792512701418,0.05
557,557,0.00295649828753,0.05
558,558,0.0028633958799013,0.05
559,559,0.0030858368169626,0.05
560,560,0.0027105164056812,0.05
561,561,0.0014291653853083,0.05
562,562,0.0046698377243624,0.05
563,563,0.0009353130768159,0.05
564,564,0.0041075954730617,0.05
565,565,0.0022038832168314,0.05
566,566,0.0010164246188067,0.05
567,567,0.0015869662483072,0.05
568,568,0.0014060813227847,0.05
569,569,0.001730194560635,0.05
570,570,0.0029334182592478,0.05
571,571,0.0031142929883726,0.05
572,572,0.0012988309640791,0.05
573,573,0.0015444313032595,0.05
574,574,0.0008542935009557,0.05
575,575,0.002286492611372,0.05
576,576,0.0047720014754422,0.05
577,577,0.0061172635286686,0.05
578,578,0.0030376285133204,0.05
579,579,0.0026133741553667,0.05
580,580,0.0044317551963697,0.05
581,581,0.0013157102625926,0.05
582,582,0.0024462643914048,0.05
583,583,0.0040459236354465,0.05
584,584,0.0018220515875273,0.05
585,585,0.0015526162850085,0.05
586,586,0.0036878597821007,0.05
587,587,0.0015783816097943,0.05
588,588,0.0204681769064438,0.05
589,589,0.0028345249248581,0.05
590,590,0.0024094466123559,0.05
591,591,0.0038451084641915,0.05
592,592,0.0035781953946773,0.05
593,593,0.0020954700251209,0.05
594,594,0.0028305191140466,0.05
595,595,0.0011821068544928,0.05
596,596,0.0010035984849264,0.05
597,597,0.0025291395196391,0.05
598,598,0.0034012889872267,0.05
599,599,0.0024874889196577,0.05
600,600,0.0092097627131797,0.045
601,601,0.0047414136348351,0.045
602,602,0.0024630417294081,0.045
